width,height,n_pois,visibility,expansion_level,sleep_duration,time_horizon,abstract_aggregate,abstract_width,abstract_height,gamma,expand_poi,domain_variation,simulation_variation
6,3,2,null,0,0,5000,MEAN,3,3,0.99,true,20,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,1,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,1,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,1,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,1,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,1,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,2,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,2,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,2,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,2,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,2,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,3,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,3,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,3,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,3,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,3,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,4,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,4,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,4,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,4,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,4,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,5,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,5,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,5,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,5,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,5,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,6,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,6,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,6,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,6,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,6,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,7,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,7,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,7,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,7,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,7,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,8,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,8,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,8,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,8,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,8,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,9,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,9,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,9,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,9,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,9,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,10,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,10,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,10,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,10,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,10,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,11,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,11,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,11,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,11,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,11,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,12,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,12,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,12,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,12,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,12,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,13,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,13,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,13,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,13,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,13,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,14,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,14,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,14,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,14,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,14,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,15,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,15,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,15,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,15,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,15,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,16,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,16,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,16,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,16,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,16,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,17,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,17,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,17,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,17,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,17,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,18,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,18,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,18,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,18,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,18,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,19,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,19,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,19,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,19,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,19,5
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,20,1
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,20,2
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,20,3
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,20,4
6,3,3,null,0,0,5000,MEAN,3,3,0.99,true,20,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,1,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,1,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,1,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,1,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,1,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,2,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,2,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,2,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,2,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,2,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,3,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,3,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,3,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,3,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,3,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,4,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,4,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,4,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,4,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,4,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,5,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,5,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,5,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,5,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,5,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,6,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,6,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,6,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,6,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,6,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,7,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,7,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,7,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,7,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,7,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,8,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,8,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,8,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,8,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,8,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,9,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,9,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,9,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,9,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,9,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,10,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,10,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,10,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,10,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,10,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,11,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,11,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,11,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,11,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,11,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,12,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,12,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,12,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,12,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,12,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,13,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,13,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,13,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,13,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,13,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,14,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,14,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,14,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,14,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,14,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,15,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,15,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,15,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,15,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,15,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,16,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,16,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,16,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,16,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,16,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,17,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,17,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,17,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,17,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,17,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,18,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,18,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,18,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,18,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,18,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,19,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,19,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,19,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,19,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,19,5
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,20,1
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,20,2
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,20,3
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,20,4
6,3,4,null,0,0,5000,MEAN,3,3,0.99,true,20,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,1,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,1,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,1,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,1,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,1,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,2,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,2,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,2,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,2,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,2,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,3,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,3,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,3,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,3,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,3,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,4,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,4,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,4,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,4,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,4,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,5,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,5,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,5,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,5,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,5,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,6,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,6,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,6,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,6,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,6,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,7,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,7,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,7,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,7,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,7,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,8,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,8,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,8,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,8,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,8,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,9,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,9,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,9,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,9,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,9,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,10,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,10,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,10,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,10,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,10,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,11,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,11,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,11,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,11,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,11,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,12,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,12,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,12,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,12,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,12,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,13,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,13,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,13,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,13,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,13,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,14,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,14,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,14,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,14,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,14,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,15,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,15,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,15,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,15,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,15,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,16,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,16,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,16,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,16,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,16,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,17,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,17,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,17,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,17,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,17,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,18,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,18,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,18,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,18,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,18,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,19,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,19,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,19,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,19,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,19,5
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,20,1
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,20,2
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,20,3
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,20,4
12,6,2,null,0,0,5000,MEAN,3,3,0.99,true,20,5
12,6,3,null,0,0,5000,MEAN,3,3,0.99,true,1,1
12,6,3,null,0,0,5000,MEAN,3,3,0.99,true,1,2
12,6,3,null,0,0,5000,MEAN,3,3,0.99,true,1,3
12,6,3,null,0,0,5000,MEAN,3,3,0.99,true,1,4
12,6,3,null,0,0,5000,MEAN,3,3,0.99,true,1,5
12,6,3,null,0,0,5000,MEAN,3,3,0.99,true,2,1
12,6,3,null,0,0,5000,MEAN,3,3,0.99,true,2,2
